canonical_id,substance_code,preferred_label_ko,preferred_label_en,atc_codes,synonyms,synonym_count
SUB:472709BIJ,472709BIJ,3-요오도벤질구아니딘(131I,iobenguane (131I),V09IX02,"3-요오도벤질구아니딘(131I | 3-요오도벤질구아니딘(131i | iobenguane (131I) | iobenguane (131i) | iobenguane(131I) | 캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 37MBq(1mCi)/1병) | 캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I),37MBq(1mCi)/1병) | 캐리엠아이비지(131i)주사액_(3-요오도벤질구아니딘(131i), 37mbq(1mci)/1병)",8
SUB:194801CDS,194801CDS,7X3.5㎠/1개,collagen,B02BC07,7X3.5㎠/1개 | 7x3.5㎠/1개 | collagen | 아비텐압축형(MicrofibrillarCollagenHcl)_(7X3.5㎠/1개) | 아비텐압축형(microfibrillarcollagenhcl)_(7x3.5㎠/1개),5
SUB:593401ACH,593401ACH,E.coli strain Nissle 1917의 동결건조물,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,E.coli strain Nissle 1917의 동결건조물 | E.colistrainNissle1917의동결건조물 | INTESTINAL ANTIINFLAMMATORY AGENTS | INTESTINALANTIINFLAMMATORYAGENTS | e.coli strain nissle 1917의 동결건조물 | intestinal antiinflammatory agents | 뮤타플로캡슐(E.coli strain Nissle 1917의 동결건조물)_(14mg/1캡슐) | 뮤타플로캡슐(E.colistrainNissle1917의동결건조물)_(14mg/1캡슐) | 뮤타플로캡슐(e.coli strain nissle 1917의 동결건조물)_(14mg/1캡슐),9
SUB:110530BIJ,110530BIJ,L-아스파르트산-L-오르니틴,ornithine oxoglurate,A05BA06,L-아스파르트산-L-오르니틴 | l-아스파르트산-l-오르니틴 | ornithine oxoglurate | ornithineoxoglurate | 헤파멜즈주(L-아스파르트산-L-오르니틴)_(0.5g/5mL) | 헤파멜즈주(l-아스파르트산-l-오르니틴)_(0.5g/5ml),6
SUB:110531BIJ,110531BIJ,L-아스파르트산-L-오르니틴,ornithine oxoglurate,A05BA06,L-아스파르트산-L-오르니틴 | L-아스파르트산-L-오르니틴수화물 | l-아스파르트산-l-오르니틴 | l-아스파르트산-l-오르니틴수화물 | ornithine oxoglurate | ornithineoxoglurate | 레보멜스주사액(L-아스파르트산-L-오르니틴)(수출명:호르텍-엘주사액(L-아스파르트산-L-오르니틴))_(5g/10mL) | 레보멜스주사액(l-아스파르트산-l-오르니틴)(수출명:호르텍-엘주사액(l-아스파르트산-l-오르니틴))_(5g/10ml) | 리브락인퓨전주(L-아스파르트산-L-오르니틴수화물)_(5g/10mL) | 리브락인퓨전주(l-아스파르트산-l-오르니틴수화물)_(5g/10ml) | 수출명:호르텍-엘주사액(L-아스파르트산-L-오르니틴 | 수출명:호르텍-엘주사액(l-아스파르트산-l-오르니틴 | 헤파멜즈인퓨전주(L-아스파르트산-L-오르니틴)_(5g/10mL) | 헤파멜즈인퓨전주(l-아스파르트산-l-오르니틴)_(5g/10ml),14
SUB:205002ACM,205002ACM,L-아스파르트산-L-오르니틴,ornithine oxoglurate,A05BA06,L-아스파르트산-L-오르니틴 | l-아스파르트산-l-오르니틴 | ornithine oxoglurate | ornithineoxoglurate | 파라멜액(L-아스파르트산-L-오르니틴)_(3g/15g) | 파라멜액(l-아스파르트산-l-오르니틴)_(3g/15g) | 헤파겔액(L-아스파르트산-L-오르니틴)_(3g/15g) | 헤파겔액(l-아스파르트산-l-오르니틴)_(3g/15g),8
SUB:205002APD,205002APD,L-아스파르트산-L-오르니틴,ornithine oxoglurate,A05BA06,L-아스파르트산-L-오르니틴 | L-아스파르트산-L-오르니틴수화물 | l-아스파르트산-l-오르니틴 | l-아스파르트산-l-오르니틴수화물 | ornithine oxoglurate | ornithineoxoglurate | 파라멜산(L-아스파르트산-L-오르니틴수화물)_(3g/5g) | 파라멜산(l-아스파르트산-l-오르니틴수화물)_(3g/5g) | 헤파멜즈산(L-아스파르트산-L-오르니틴)_(3g/3.6g) | 헤파멜즈산(l-아스파르트산-l-오르니틴)_(3g/3.6g),10
SUB:124535ALQ,124535ALQ,L-카르니틴,levocarnitine,A16AA01,L-카르니틴 | l-카르니틴 | levocarnitine | 엠로딘액(L-카르니틴)_(0.9g/3mL) | 엠로딘액(l-카르니틴)_(0.9g/3ml),5
SUB:124536ALQ,124536ALQ,L-카르니틴,nan,,L-카르니틴 | l-카르니틴 | nan | 엠로딘액(L-카르니틴)_(1.5g/5mL) | 엠로딘액(l-카르니틴)_(1.5g/5ml),5
SUB:124537ALQ,124537ALQ,L-카르니틴,nan,,L-카르니틴 | l-카르니틴 | nan | 큐에르액(L-카르니틴)_(1.8g/6mL) | 큐에르액(l-카르니틴)_(1.8g/6ml),5
SUB:123801ACH,123801ACH,L-카르보시스테인,carbocisteine,R05CB03,L-카르보시스테인 | carbocisteine | l-카르보시스테인 | 리나치올캡슐500밀리그람(L-카르보시스테인)(수출명:HyundiolCapsule500Mg)_(0.5g/1캡슐) | 리나치올캡슐500밀리그람(l-카르보시스테인)(수출명:hyundiolcapsule500mg)_(0.5g/1캡슐),5
SUB:123804ACH,123804ACH,L-카르보시스테인,carbocisteine,R05CB03,L-카르보시스테인 | carbocisteine | l-카르보시스테인 | 리나치올캡슐375밀리그램(L-카르보시스테인)(수출명:HyundiolCapsule375Mg)_(0.375g/1캡슐) | 리나치올캡슐375밀리그램(l-카르보시스테인)(수출명:hyundiolcapsule375mg)_(0.375g/1캡슐) | 뮤코론캡슐375밀리그램(L-카르보시스테인)_(0.375g/1캡슐) | 뮤코론캡슐375밀리그램(l-카르보시스테인)_(0.375g/1캡슐),7
SUB:123840ASY,123840ASY,L-카르보시스테인,carbocisteine,R05CB03,L-카르보시스테인 | carbocisteine | l-카르보시스테인 | 리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(10g/500mL) | 리나치올시럽(l-카르보시스테인)(수출명:hyundiolsyrup)_(10g/500ml) | 수출명:HyundiolSyrup | 수출명:hyundiolsyrup | 엑스펙토시럽2%(L-카르보시스테인)_(10g/500mL) | 엑스펙토시럽2%(l-카르보시스테인)_(10g/500ml),9
SUB:123841ASY,123841ASY,L-카르보시스테인,carbocisteine,R05CB03,L-카르보시스테인 | carbocisteine | l-카르보시스테인 | 리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(20g/1000mL) | 리나치올시럽(l-카르보시스테인)(수출명:hyundiolsyrup)_(20g/1000ml) | 소아용뮤코론시럽(L-카르보시스테인)_(20g/1000mL) | 소아용뮤코론시럽(l-카르보시스테인)_(20g/1000ml) | 수출명:HyundiolSyrup | 수출명:hyundiolsyrup,9
SUB:123844ASY,123844ASY,L-카르보시스테인,carbocisteine,R05CB03,L-카르보시스테인 | carbocisteine | l-카르보시스테인 | 리나치올시럽5%(L-카르보시스테인)(수출명:HyundiolSyrup5%)_(50g/1000mL) | 리나치올시럽5%(l-카르보시스테인)(수출명:hyundiolsyrup5%)_(50g/1000ml) | 뮤코론5%시럽(L-카르보시스테인)_(50g/1000mL) | 뮤코론5%시럽(l-카르보시스테인)_(50g/1000ml),7
SUB:379601ATE,379601ATE,S-아데노실-L-메티오닌황산토실산염,Other antidepressants,N06AX,Other antidepressants | Otherantidepressants | S-아데노실-L-메티오닌황산토실산염 | other antidepressants | s-아데노실-l-메티오닌황산토실산염 | 사데닌정(S-아데노실-L-메티오닌황산토실산염)_(0.384g/1정) | 사데닌정(s-아데노실-l-메티오닌황산토실산염)_(0.384g/1정) | 사메론정(S-아데노실-L-메티오닌황산토실산염)_(0.384g/1정) | 사메론정(s-아데노실-l-메티오닌황산토실산염)_(0.384g/1정),9
SUB:565601BIJ,565601BIJ,가니렐릭스아세트산염,nan,H01CC01,ganirelix | nan | 가니레버프리필드시린지주0.25mg/0.5ml(가니렐릭스아세트산염)_(0.25mg/0.5mL) | 가니레버프리필드시린지주0.25mg/0.5ml(가니렐릭스아세트산염)_(0.25mg/0.5ml) | 가니렐릭스아세트산염 | 오가루트란주0.25mg/0.5ml(가니렐릭스아세트산염)_(0.25mg/0.5mL) | 오가루트란주0.25mg/0.5ml(가니렐릭스아세트산염)_(0.25mg/0.5ml),7
SUB:466831BIJ,466831BIJ,가도베네이트디메글루민,gadobenic acid,V08CA08,gadobenic acid | gadobenicacid | 가도베네이트디메글루민 | 멀티핸스주프리필드시린지(가도베네이트디메글루민)_(7.935g/15mL) | 멀티핸스주프리필드시린지(가도베네이트디메글루민)_(7.935g/15ml),5
SUB:471630BIJ,471630BIJ,가도부트롤,gadobutrol,V08CA09,gadobutrol | 가도부트롤 | 가도비스트주사프리필드시린지(가도부트롤)_(4.5354g/7.5mL) | 가도비스트주사프리필드시린지(가도부트롤)_(4.5354g/7.5ml) | 가도비전프리필드주사(가도부트롤)_(4.5354g/7.5mL) | 가도비전프리필드주사(가도부트롤)_(4.5354g/7.5ml),6
SUB:471632BIJ,471632BIJ,가도부트롤,gadobutrol,V08CA09,gadobutrol | 가도부트롤 | 가도비스트주사바이알(가도부트롤)_(9.0708g/15mL) | 가도비스트주사바이알(가도부트롤)_(9.0708g/15ml) | 가도비스트주사프리필드시린지(가도부트롤)_(9.0708g/15mL) | 가도비스트주사프리필드시린지(가도부트롤)_(9.0708g/15ml) | 가도비전프리필드주사(가도부트롤)_(9.0708g/15mL) | 가도비전프리필드주사(가도부트롤)_(9.0708g/15ml),8
SUB:471633BIJ,471633BIJ,가도부트롤,gadobutrol,V08CA09,gadobutrol | 가도부트롤 | 가도브릭스프리필드실린지주(가도부트롤)_(5.74484g/9.5mL) | 가도브릭스프리필드실린지주(가도부트롤)_(5.74484g/9.5ml),4
SUB:471634BIJ,471634BIJ,가도부트롤,gadobutrol,V08CA09,gadobutrol | 가도부트롤 | 가도브릭스프리필드실린지주(가도부트롤)_(4.23304g/7mL) | 가도브릭스프리필드실린지주(가도부트롤)_(4.23304g/7ml),4
SUB:471631BIJ,471631BIJ,가도부트롤,nan,V08CA09,gadobutrol | nan | 가도부트롤 | 가도부트롤수화물 | 가도비스트주사프리필드시린지(가도부트롤)_(6.0472g/10mL) | 가도비스트주사프리필드시린지(가도부트롤)_(6.0472g/10ml) | 가도비전프리필드주사(가도부트롤)_(6.0472g/10mL) | 가도비전프리필드주사(가도부트롤)_(6.0472g/10ml) | 가도큐프리필드주(가도부트롤수화물)_(6.2314g/10mL) | 가도큐프리필드주(가도부트롤수화물)_(6.2314g/10ml),10
SUB:466431BIJ,466431BIJ,가도테레이트메글루민액,gadoteric acid,V08CA02,"gadoteric acid | gadotericacid | 가도테레이트메글루민액 | 도타렘주_(메글루민가도테레이트, 5.6535g/15mL/병) | 도타렘주_(메글루민가도테레이트, 5.6535g/15ml/병) | 도타렘주_(메글루민가도테레이트,5.6535g/15mL/병) | 도타렘주프리필드시린지_(메글루민가도테레이트, 5.6535g/15mL) | 도타렘주프리필드시린지_(메글루민가도테레이트, 5.6535g/15ml) | 도타렘주프리필드시린지_(메글루민가도테레이트,5.6535g/15mL) | 유니레이프리필드주사_(메글루민가도테레이트, 5.6535g/15mL) | 유니레이프리필드주사_(메글루민가도테레이트, 5.6535g/15ml) | 유니레이프리필드주사_(메글루민가도테레이트,5.6535g/15mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 5.6535g/15mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 5.6535g/15ml) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민,5.6535g/15mL)",15
SUB:466433BIJ,466433BIJ,가도테레이트메글루민액,gadoteric acid,V08CA02,"gadoteric acid | gadotericacid | 가도테레이트메글루민액 | 클라리스캔주(가도테레이트메글루민액)_(가도테레이트메글루민, 1.8845g/5mL) | 클라리스캔주(가도테레이트메글루민액)_(가도테레이트메글루민, 1.8845g/5ml) | 클라리스캔주(가도테레이트메글루민액)_(가도테레이트메글루민,1.8845g/5mL)",6
SUB:466430BIJ,466430BIJ,가도테레이트메글루민액,nan,V08CA02,"gadoteric acid | gadotericacid | nan | 가도테레이트메글루민액 | 도타렘주_(메글루민가도테레이트, 3.769g/10mL/병) | 도타렘주_(메글루민가도테레이트, 3.769g/10ml/병) | 도타렘주_(메글루민가도테레이트,3.769g/10mL/병) | 도타렘주프리필드시린지_(메글루민가도테레이트, 3.769g/10mL) | 도타렘주프리필드시린지_(메글루민가도테레이트, 3.769g/10ml) | 도타렘주프리필드시린지_(메글루민가도테레이트,3.769g/10mL) | 유니레이프리필드주사_(메글루민가도테레이트, 3.769g/10mL) | 유니레이프리필드주사_(메글루민가도테레이트, 3.769g/10ml) | 유니레이프리필드주사_(메글루민가도테레이트,3.769g/10mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 3.769g/10mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 3.769g/10ml) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민,3.769g/10mL)",16
SUB:466432BIJ,466432BIJ,가도테레이트메글루민액,nan,V08CA02,"gadoteric acid | gadotericacid | nan | 가도테레이트메글루민액 | 도타렘주_(메글루민가도테레이트, 7.538g/20mL/병) | 도타렘주_(메글루민가도테레이트, 7.538g/20ml/병) | 도타렘주_(메글루민가도테레이트,7.538g/20mL/병) | 도타렘주프리필드시린지_(메글루민가도테레이트, 7.538g/20mL) | 도타렘주프리필드시린지_(메글루민가도테레이트, 7.538g/20ml) | 도타렘주프리필드시린지_(메글루민가도테레이트,7.538g/20mL) | 유니레이프리필드주사_(메글루민가도테레이트, 7.538g/20mL) | 유니레이프리필드주사_(메글루민가도테레이트, 7.538g/20ml) | 유니레이프리필드주사_(메글루민가도테레이트,7.538g/20mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 7.538g/20mL) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민, 7.538g/20ml) | 클라리스캔프리필드시린지주(가도테레이트메글루민액)_(가도테레이트메글루민,7.538g/20mL)",16
SUB:615132BIJ,615132BIJ,가도테리돌,gadoteridol,V08CA04,gadoteridol | 가도테리돌 | 프로핸스주프리필드시린지(가도테리돌)_(4.1895g/15mL) | 프로핸스주프리필드시린지(가도테리돌)_(4.1895g/15ml),4
SUB:615133BIJ,615133BIJ,가도테리돌,gadoteridol,V08CA04,gadoteridol | 가도테리돌 | 프로핸스주프리필드시린지(가도테리돌)_(4.7481g/17mL) | 프로핸스주프리필드시린지(가도테리돌)_(4.7481g/17ml),4
SUB:615131BIJ,615131BIJ,가도테리돌,nan,V08CA04,gadoteridol | nan | 가도테리돌 | 프로핸스주프리필드시린지(가도테리돌)_(2.793g/10mL) | 프로핸스주프리필드시린지(가도테리돌)_(2.793g/10ml),5
SUB:615134BIJ,615134BIJ,가도테리돌,nan,V08CA04,gadoteridol | nan | 가도테리돌 | 프로핸스주(가도테리돌)_(5.586g/20mL) | 프로핸스주(가도테리돌)_(5.586g/20ml),5
SUB:164202ATR,164202ATR,가바펜틴,gabapentin,N02BF01,gabapentin | 가바펜틴 | 그랠리즈서방정300밀리그램(가바펜틴)_(0.3g/1정),3
SUB:164204ATR,164204ATR,가바펜틴,gabapentin,N02BF01,gabapentin | 가바펜틴 | 그랠리즈서방정600밀리그램(가바펜틴)_(0.6g/1정),3
